message,message_length,punct%
Text & meet someone sexy today. U can find a date or even flirt its up to U. Join 4 just 10p. REPLY with NAME & AGE eg Sam 25. 18 -msg recd@thirtyeight pence,124,6.5
How come u got nothing to do?,23,4.3
Lemme know when you're here,23,4.3
Sorry sent blank msg again. Yup but trying 2 do some serious studying now.,61,3.3000000000000003
Fuck cedar key and fuck her (come over anyway tho),41,4.9
"Yup. Anything lor, if u dun wan it's ok...",34,17.599999999999998
Kaiez... Enjoy ur tuition... Gee... Thk e second option sounds beta... I'll go yan jiu den msg u...,82,19.5
Thinkin about someone is all good. No drugs for that,43,2.3
"Cool, I'll text you in a few",22,9.1
Well I might not come then...,24,12.5
I'm good. Have you registered to vote?,32,9.4
Hey gals...U all wanna meet 4 dinner at nìte? ,37,10.8
Networking technical support associate.,36,2.8000000000000003
"Haha yeah I see that now, be there in a sec",33,3.0
Sday only joined.so training we started today:),41,7.3
Your gonna have to pick up a $1 burger for yourself on your way home. I can't even move. Pain is killing me.,86,5.800000000000001
"Good afternoon, babe. How goes that day ? Any job prospects yet ? I miss you, my love ... *sighs* ... :-(",84,19.0
I finished my lunch already. U wake up already?,39,5.1
I am on the way to ur home,19,0.0
How much r ü willing to pay?,22,4.5
Monthly password for wap. mobsi.com is 391784. Use your wap phone not PC.,61,6.6000000000000005
You can donate £2.50 to UNICEF's Asian Tsunami disaster support fund by texting DONATE to 864233. £2.50 will be added to your next bill,112,3.5999999999999996
No problem with the renewal. I.ll do it right away but i dont know his details.,64,4.7
Waiting in e car 4 my mum lor. U leh? Reach home already?,45,6.7
Was playng 9 doors game and gt racing on phone lol,40,0.0
Come aftr  &lt;DECIMAL&gt; ..now i m cleaning the house,46,13.0
"Haha awesome, be there in a minute",28,3.5999999999999996
yes baby! I need to stretch open your pussy!,36,5.6000000000000005
Ummmmmaah Many many happy returns of d day my dear sweet heart.. HAPPY BIRTHDAY dear,70,2.9000000000000004
Happy New Year Princess!,21,4.8
Ok. Not sure what time tho as not sure if can get to library before class. Will try. See you at some point! Have good eve.,97,5.2
"God picked up a flower and dippeditinaDEW, lovingly touched itwhichturnedinto u, and the he gifted tomeandsaid,THIS FRIEND IS 4U",110,2.7
"Please protect yourself from e-threats. SIB never asks for sensitive information like Passwords,ATM/SMS PIN thru email. Never share your password with anybody.",138,4.3
Have a good evening! Ttyl,21,4.8
I not busy juz dun wan 2 go so early.. Hee.. ,34,11.799999999999999
INTERFLORA - It's not too late to order Interflora flowers for christmas call 0800 505060 to place your order before Midnight tomorrow.,115,2.6
Can you call me plz. Your number shows out of coveragd area. I have urgnt call in vasai &amp; have to reach before 4'o clock so call me plz,111,4.5
Nope i waiting in sch 4 daddy... ,26,11.5
"1) Go to write msg 2) Put on Dictionary mode 3)Cover the screen with hand, 4)Press  &lt;#&gt; . 5)Gently remove Ur hand.. Its interesting..:)",117,15.4
But pls dont play in others life.,27,3.6999999999999997
Rats. Hey did u ever vote for the next themes?,37,5.4
Did you show him and wot did he say or could u not c him 4 dust?,48,2.1
Well. Balls. Time to make calls,26,7.7
Cause I'm not freaky lol,20,5.0
CLAIRE here am havin borin time & am now alone U wanna cum over 2nite? Chat now 09099725823 hope 2 C U Luv CLAIRE xx Calls£1/minmoremobsEMSPOBox45PO139WA,128,2.3
"Hello. Sort of out in town already. That . So dont rush home, I am eating nachos. Will let you know eta.",83,7.199999999999999
"K I'll head out in a few mins, see you there",34,5.8999999999999995
Printer is cool. I mean groovy. Wine is groovying,41,4.9
Got but got 2 colours lor. One colour is quite light n e other is darker lor. Actually i'm done she's styling my hair now.,98,5.1
Yes... I trust u to buy new stuff ASAP so I can try it out,44,6.800000000000001
Ok then i'll let him noe later n ask him call u tmr...,42,9.5
"Don't worry though, I understand how important it is that I be put in my place with a poorly thought out punishment in the face of the worst thing that has ever happened to me. Brb gonna go kill myself",162,1.9
"This is the 2nd time we have tried 2 contact u. U have won the £750 Pound prize. 2 claim is easy, call 087187272008 NOW1! Only 10p per minute. BT-national-rate.",131,6.1
How much would it cost to hire a hitman,31,0.0
"Lets use it next week, princess :)",28,10.7
I'd like to tell you my deepest darkest fantasies. Call me 09094646631 just 60p/min. To stop texts call 08712460324 (nat rate),106,5.7
I'm hungry buy smth home...,23,17.4
Wow v v impressed. Have funs shopping!,32,6.2
At 4. Let's go to bill millers,24,8.3
"URGENT! Your mobile number *************** WON a £2000 Bonus Caller prize on 10/06/03! This is the 2nd attempt to reach you! Call 09066368753 ASAP! Box 97N7QP, 150ppm",140,15.7
Bloomberg -Message center +447797706009 Why wait? Apply for your future http://careers. bloomberg.com,90,8.9
Sunshine Quiz Wkly Q! Win a top Sony DVD player if u know which country the Algarve is in? Txt ansr to 82277. £1.50 SP:Tyrone,101,5.0
Cbe is really good nowadays:)lot of shop and showrooms:)city is shaping good.,66,7.6
Ranjith cal drpd Deeraj and deepak 5min hold,37,0.0
"Motivate Behind every darkness, there is a shining light waiting for you to find it... Behind every best friend, there is always trust and love... BSLVYL",128,6.2
DO NOT B LATE LOVE MUM,17,0.0
And smile for me right now as you go and the world will wonder what you are smiling about and think your crazy and keep away from you ... *grins*,116,4.3
From tomorrow onwards eve 6 to 3 work.,31,3.2
Guess what! Somebody you know secretly fancies you! Wanna find out who it is? Give us a call on 09065394973 from Landline DATEBox1282EssexCM61XN 150p/min 18,132,3.0
Nvm... I'm going to wear my sport shoes anyway... I'm going to be late leh.,61,14.799999999999999
"I shall book chez jules for half eight, if that's ok with you?",50,6.0
I was just callin to say hi. Take care bruv!,35,5.7
Todays Vodafone numbers ending with 4882 are selected to a receive a £350 award. If your number matches call 09064019014 to receive your £350 award.,124,1.6
"Tunji, how's the queen? how are you doing. This is just wishing you a great day. Abiola.",72,8.3
Hi Harish's rent has been transfred to ur Acnt.,39,5.1
So can collect ur laptop?,21,4.8
Gettin rdy to ship comp,19,0.0
Mmm thats better now i got a roast down me! id b better if i had a few drinks down me 2! Good indian?,79,3.8
"You are everywhere dirt, on the floor, the windows, even on my shirt. And sometimes when i open my mouth, you are all that comes flowing out. I dream of my world without you, then half my chores are out too. A time of joy for me, lots of tv shows i.ll see. But i guess like all things you just must exist, like rain, hail and mist, and when my time here is done, you and i become one.",305,5.2
PRIVATE! Your 2003 Account Statement for shows 800 un-redeemed S. I. M. points. Call 08719899230 Identifier Code: 41685 Expires 07/11/04,117,7.7
Leave it. U will always be ignorant.,30,6.7
"Neither [in sterm voice] - i'm studying. All fine with me! Not sure the  thing will be resolved, tho. Anyway. Have a fab hols",101,8.9
S:)8 min to go for lunch:),21,19.0
Just wait till end of march when el nino gets himself. Oh.,47,4.3
Hi dear we saw dear. We both are happy. Where you my battery is low,53,3.8
"Well the weather in cali's great. But its complexities are great. You need a car to move freely, its taxes are outrageous. But all in all its a great place. The sad part is i missing home.",152,4.6
Dear got train and seat mine lower seat,32,0.0
"I know you are thinkin malaria. But relax, children cant handle malaria. She would have been worse and its gastroenteritis. If she takes enough to replace her loss her temp will reduce. And if you give her malaria meds now she will just vomit. Its a self limiting illness she has which means in a few days it will completely stop",269,2.1999999999999997
In the end she might still vomit but its okay. Not everything will come out.,62,3.2
Its good to hear from you,20,0.0
We are supposed to meet to discuss abt our trip... Thought xuhui told you? In the afternoon. Thought we can go for lesson after that,108,4.6
I'm wif him now buying tix lar...,27,14.799999999999999
I might come to kerala for 2 days.so you can be prepared to take a leave once i finalise .dont plan any travel during my visit.need to finish urgent works.,126,3.2
make that 3! 4 fucks sake?! x,23,13.0
Should i buy him a blackberry bold 2 or torch. Should i buy him new or used. Let me know. Plus are you saying i should buy the  &lt;#&gt; g wifi ipad. And what are you saying about the about the  &lt;#&gt; g?,164,9.1
Yar he quite clever but aft many guesses lor. He got ask me 2 bring but i thk darren not so willing 2 go. Aiya they thk leona still not attach wat.,116,2.6
Erm. I thought the contract ran out the4th of october.,45,4.3999999999999995
Ee msg na poortiyagi odalebeku: Hanumanji 7 name 1-Hanuman 2-Bajarangabali 3-Maruti 4-Pavanaputra 5-Sankatmochan 6-Ramaduth 7-Mahaveer ee 7 name  &lt;#&gt;  janarige ivatte kalisidare next saturday olage ondu good news keluviri...! Maretare inde 1 dodda problum nalli siguviri idu matra  &lt;#&gt; % true.. Don't neglet.,275,9.8
Oh ho. Is this the first time u use these type of words,43,2.3
If anyone calls for a treadmill say you'll buy it. Make sure its working. I found an ad on Craigslist selling for $ &lt;#&gt; .,103,9.700000000000001
"TODAY is Sorry day.! If ever i was angry with you, if ever i misbehaved or hurt you? plz plz JUST SLAP URSELF Bcoz, Its ur fault, I'm basically GOOD",119,5.8999999999999995
"Romantic Paris. 2 nights, 2 flights from £79 Book now 4 next year. Call 08704439680Ts&Cs apply.",80,6.2
"7 wonders in My WORLD 7th You 6th Ur style 5th Ur smile 4th Ur Personality 3rd Ur Nature 2nd Ur SMS and 1st ""Ur Lovely Friendship""... good morning dear",122,4.1000000000000005
Ü comin to fetch us oredi...,23,13.0
Eat jap done oso aft ur lect wat... Ü got lect at 12 rite... ,47,12.8
Okie ü wan meet at bishan? Cos me at bishan now. I'm not driving today.,57,7.000000000000001
Shopping? Eh ger i toking abt syd leh...Haha,37,10.8
"And that's fine, I got enough bud to last most of the night at least",54,3.6999999999999997
"It‘s £6 to get in, is that ok?",23,8.7
Yes..he is really great..bhaji told kallis best cricketer after sachin in world:).very tough to get out.,89,9.0
Can you plz tell me the ans. BSLVYL sent via fullonsms.com,48,4.2
Wen did you get so spiritual and deep. That's great,42,4.8
K I'll take care of it,17,5.8999999999999995
Lol well don't do it without me. We could have a big sale together.,54,5.6000000000000005
"0A$NETWORKS allow companies to bill for SMS, so they are responsible for their ""suppliers"", just as a shop has to give a guarantee on what they sell. B. G.",127,6.3
"Hm good morning, headache anyone? :-)",32,15.6
Purity of friendship between two is not about smiling after reading the forwarded message..Its about smiling just by seeing the name. Gud evng,120,2.5
Havent.,7,14.299999999999999
I am 6 ft. We will be a good combination!,32,6.2
For real when u getting on yo? I only need 2 more tickets and one more jacket and I'm done. I already used all my multis.,96,4.2
"* Was a nice day and, impressively, i was sensible, went home early and now feel fine. Or am i just boring?! When's yours, i can't remember.",114,9.6
So lets make it saturday or monday as per convenience.,45,2.1999999999999997
Where u been hiding stranger?,25,4.0
Dear we are going to our rubber place,30,0.0
1. Tension face 2. Smiling face 3. Waste face 4. Innocent face 5.Terror face 6.Cruel face 7.Romantic face 8.Lovable face 9.decent face  &lt;#&gt; .joker face.,133,12.0
"yeah, that's what I was thinking",27,7.3999999999999995
"I love you !!! You know? Can you feel it? Does it make your belly warm? I wish it does, my love ... I shall meet you in your dreams, Ahmad ... *adoring kiss*",124,12.9
"Well, i'm gonna finish my bath now. Have a good...fine night.",51,13.700000000000001
"Sorry im getting up now, feel really bad- totally rejected that kinda me thing.",66,4.5
Haha... They cant what... At the most tmr forfeit... haha so how?,54,18.5
Hey i will be late ah... Meet you at 945+,32,12.5
Oh yeah I forgot. U can only take 2 out shopping at once.,45,4.3999999999999995
Dare i ask... Any luck with sorting out the car?,39,10.299999999999999
"Jus chillaxin, what up",19,5.3
I'll talk to the others and probably just come early tomorrow then,55,1.7999999999999998
Thanks for your subscription to Ringtone UK your mobile will be charged £5/month Please confirm by replying YES or NO. If you reply NO you will not be charged,130,1.5
Great NEW Offer - DOUBLE Mins & DOUBLE Txt on best Orange tariffs AND get latest camera phones 4 FREE! Call MobileUpd8 free on 08000839402 NOW! or 2stoptxt T&Cs,132,3.8
They have a thread on the wishlist section of the forums where ppl post nitro requests. Start from the last page and collect from the bottom up.,118,1.7000000000000002
Do you want a New Nokia 3510i Colour Phone Delivered Tomorrow? With 200 FREE minutes to any mobile + 100 FREE text + FREE camcorder Reply or Call 8000930705,128,2.3
Ur ringtone service has changed! 25 Free credits! Go to club4mobiles.com to choose content now! Stop? txt CLUB STOP to 87070. 150p/wk Club4 PO Box1146 MK45 2WT,133,5.3
I sent lanre fakeye's Eckankar details to the mail box,45,2.1999999999999997
True lov n care wil nevr go unrecognized. though somone often makes mistakes when valuing it. but they will definitly undrstnd once when they start missing it.,133,2.3
"Hurry up, I've been weed-deficient for like three days",46,6.5
Hi its me you are probably having too much fun to get this message but i thought id txt u cos im bored! and james has been farting at me all night,115,0.8999999999999999
I will take care of financial problem.i will help:),43,7.000000000000001
"Living is very simple.. Loving is also simple.. Laughing is too simple.. Winning is tooo simple.. But, being 'SIMPLE' is very difficult.. Gud nte.:-",125,12.8
Are you this much buzy,18,0.0
"No worries, hope photo shoot went well. have a spiffing fun at workage. ",59,5.1
Too late. I said i have the website. I didn't i have or dont have the slippers,62,4.8
Sorry i now then c ur msg... Yar lor so poor thing... But only 4 one night... Tmr u'll have a brand new room 2 sleep in...,96,13.5
Ok... Then r we meeting later?,25,16.0
"I have 2 sleeping bags, 1 blanket and paper and  phone details. Anything else?",64,4.7
Just haven't decided where yet eh ?,29,6.9
"Orange customer, you may now claim your FREE CAMERA PHONE upgrade for your loyalty. Call now on 0207 153 9996. Offer ends 14thMarch. T&C's apply. Opt-out availa",134,6.0
He remains a bro amongst bros,24,0.0
No it's waiting in e car dat's bored wat. Cos wait outside got nothing 2 do. At home can do my stuff or watch tv wat.,92,5.4
Umma my life and vava umma love you lot dear,35,0.0
"K, wat s tht incident?",18,11.1
Married local women looking for discreet action now! 5 real matches instantly to your phone. Text MATCH to 69969 Msg cost 150p 2 stop txt stop BCMSFWC1N3XX,129,1.6
BIG BROTHER ALERT! The computer has selected u for 10k cash or #150 voucher. Call 09064018838. NTT PO Box CRO1327 18+ BT Landline Cost 150ppm mobiles vary,128,3.9
"Yo, call me when you get the chance, a friend of mine wanted me to ask you about a big order",72,2.8000000000000003
Ü v ma fan...,10,30.0
And popping &lt;#&gt; ibuprofens was no help.,39,15.4
"Urgent! call 09066350750 from your landline. Your complimentary 4* Ibiza Holiday or 10,000 cash await collection SAE T&Cs PO BOX 434 SK3 8WP 150 ppm 18+",127,4.7
Just finished eating. Got u a plate. NOT leftovers this time.,51,5.8999999999999995
K. I will sent it again,18,5.6000000000000005
If you r @ home then come down within 5 min,33,3.0
O i played smash bros  &lt;#&gt;  religiously.,38,15.8
i see. When we finish we have loads of loans to pay,40,2.5
The beauty of life is in next second.. which hides thousands of secrets. I wish every second will be wonderful in ur life...!! gud n8,109,7.3
"sure, but make sure he knows we ain't smokin yet",39,5.1
Hey cutie. How goes it? Here in WALES its kinda ok. There is like hills and shit but i still avent killed myself. ,91,4.3999999999999995
Wot is u up 2 then bitch?,19,5.3
"Yo, you around? Just got my car back",29,6.9
Oh thats late! Well have a good night and i will give u a call tomorrow. Iam now going to go to sleep night night,89,2.1999999999999997
You unbelievable faglord,22,0.0
"Doing nothing, then u not having dinner w us?",37,5.4
Nope i'll come online now..,23,13.0
But i dint slept in afternoon.,25,4.0
LIFE has never been this much fun and great until you came in. You made it truly special for me. I won't forget you! enjoy @ one gbp/sms,109,5.5
"Did I forget to tell you ? I want you , I need you, I crave you ... But most of all ... I love you my sweet Arabian steed ... Mmmmmm ... Yummy",109,13.8
"Someone U know has asked our dating service 2 contact you! Cant Guess who? CALL 09058097189 NOW all will be revealed. POBox 6, LS15HB 150p ",114,3.5000000000000004
"Garbage bags, eggs, jam, bread, hannaford wheat chex",45,8.9
"Call me. I m unable to cal. Lets meet bhaskar, and deep",44,6.800000000000001
The bus leaves at  &lt;#&gt; ,23,21.7
Dont you have message offer,23,0.0
SMS. ac Sptv: The New Jersey Devils and the Detroit Red Wings play Ice Hockey. Correct or Incorrect? End? Reply END SPTV,99,5.1
This message is free. Welcome to the new & improved Sex & Dogging club! To unsubscribe from this service reply STOP. msgs@150p 18+only,112,6.2
Lol. Well quality aint bad at all so i aint complaining,45,2.1999999999999997
When can ü come out?,16,6.2
"Greetings me, ! Consider yourself excused.",37,8.1
I don't quite know what to do. I still can't get hold of anyone. I cud pick you up bout 7.30pm and we can see if they're in the pub?,103,6.800000000000001
CHEERS U TEX MECAUSE U WEREBORED! YEAH OKDEN HUNNY R UIN WK SAT?SOUNDS LIKEYOUR HAVIN GR8FUN J! KEEP UPDAT COUNTINLOTS OF LOVEME XXXXX.,114,3.5000000000000004
Your opinion about me? 1. Over 2. Jada 3. Kusruthi 4. Lovable 5. Silent 6. Spl character 7. Not matured 8. Stylish 9. Simple Pls reply..,111,10.8
Sad story of a Man - Last week was my b'day. My Wife did'nt wish me. My Parents forgot n so did my Kids . I went to work. Even my Colleagues did not wish.,120,6.7
"How about clothes, jewelry, and trips?",33,9.1
Lol ok your forgiven :),19,10.5
"Japanese Proverb: If one Can do it, U too Can do it, If none Can do it,U must do it Indian version: If one Can do it, LET HIM DO it.. If none Can do it,LEAVE it!! And finally Kerala version: If one can do it, Stop him doing it.. If none can do it, Make a strike against it ...",216,8.799999999999999
Dear got bus directly to calicut,27,0.0
Who were those people ? Were you in a tour ? I thought you were doing that sofa thing you sent me ? Your curious sugar,93,3.2
Hai ana tomarrow am coming on morning.  &lt;DECIMAL&gt;  ill be there in sathy then we ll go to RTO office. Reply me after came to home.,109,6.4
"Welcome to Select, an O2 service with added benefits. You can now call our specially trained advisors FREE from your mobile by dialling 402.",117,2.6
FreeMsg: Txt: CALL to No: 86888 & claim your reward of 3 hours talk time to use from your phone now! Subscribe6GBP/mnth inc 3hrs 16 stop?txtStop,119,5.8999999999999995
I not at home now lei...,19,15.8
"Now, whats your house # again ? And do you have any beer there ?",50,8.0
"Men always needs a beautiful, intelligent, caring, loving, adjustable, cooperative wife. But the law allows only one wife....",108,9.3
"FREE MESSAGE Activate your 500 FREE Text Messages by replying to this message with the word FREE For terms & conditions, visit www.07781482378.com",124,3.2
Hi i won't b ard 4 christmas. But do enjoy n merry x'mas.,45,8.9
U have won a nokia 6230 plus a free digital camera. This is what u get when u win our FREE auction. To take part send NOKIA to 83383 now. POBOX114/14TCR/W1 16,127,3.9
I actually did for the first time in a while. I went to bed not too long after i spoke with you. Woke up at 7. How was your night?,101,4.0
"There're some people by mu, I'm at the table by lambda",44,6.800000000000001
83039 62735=£450 UK Break AccommodationVouchers terms & conditions apply. 2 claim you mustprovide your claim number which is 15541 ,112,2.7
"One of best dialogue in cute reltnship..!! ""Wen i Die, Dont Come Near My Body..!! Bcoz My Hands May Not Come 2 Wipe Ur Tears Off That Time..!Gud ni8",120,10.8
Dunno lei shd b driving lor cos i go sch 1 hr oni.,38,2.6
"Enjoy the showers of possessiveness poured on u by ur loved ones, bcoz in this world of lies, it is a golden gift to be loved truly..",107,3.6999999999999997
"Ups which is 3days also, and the shipping company that takes 2wks. The other way is usps which takes a week but when it gets to lag you may have to bribe nipost to get your stuff.",143,2.1
"Final Chance! Claim ur £150 worth of discount vouchers today! Text YES to 85023 now! SavaMob, member offers mobile! T Cs SavaMob POBOX84, M263UZ. £3.00 Subs 16",133,6.0
I dont thnk its a wrong calling between us,34,0.0
Pls go ahead with watts. I just wanted to be sure. Do have a great weekend. Abiola,66,4.5
Do well :)all will for little time. Thing of good times ahead:,51,7.8
"K, if u bored up just come to my home..",30,10.0
"URGENT! Your mobile No 077xxx WON a £2,000 Bonus Caller Prize on 02/06/03! This is the 2nd attempt to reach YOU! Call 09066362206 ASAP! BOX97N7QP, 150ppm",128,6.2
As per your request 'Melle Melle (Oru Minnaminunginte Nurungu Vettam)' has been set as your callertune for all Callers. Press *9 to copy your friends Callertune,135,4.3999999999999995
Yo you guys ever figure out how much we need for alcohol? Jay and I are trying to figure out how much we can safely spend on weed,102,1.0
Are you wet right now?,18,5.6000000000000005
No message..no responce..what happend?,35,14.299999999999999
I fetch yun or u fetch?,18,5.6000000000000005
Thats cool. i liked your photos. You are very sexy!,42,7.1
Love you aathi..love u lot..,24,16.7
Easy ah?sen got selected means its good..,35,8.6
"Merry Christmas to you too babe, i love ya *kisses*",42,7.1
"I want to show you the world, princess :) how about europe?",48,8.3
Want 2 get laid tonight? Want real Dogging locations sent direct 2 ur mob? Join the UK's largest Dogging Network bt Txting GRAVEL to 69888! Nt. ec2a. 31p.msg@150p,135,5.8999999999999995
"House-Maid is the murderer, coz the man was murdered on  &lt;#&gt; th January.. As public holiday all govt.instituitions are closed,including post office..",133,9.8
You getting back any time soon?,26,3.8
Wat r u doing?,11,9.1
Why she wants to talk to me,21,0.0
"It could work, we'll reach a consensus at the next meeting",48,4.2
Cuz ibored. And don wanna study,26,3.8
"Sorry I flaked last night, shit's seriously goin down with my roommate, what you up to tonight?",79,5.1
Hey so whats the plan this sat? ,25,4.0
I meant middle left or right?,24,4.2
Ringtone Club: Get the UK singles chart on your mobile each week and choose any top quality ringtone! This message is free of charge.,110,2.7
Send a logo 2 ur lover - 2 names joined by a heart. Txt LOVE NAME1 NAME2 MOBNO eg LOVE ADAM EVE 07123456789 to 87077 Yahoo! POBox36504W45WQ TxtNO 4 no ads 150p.,129,3.1
I am in office:)whats the matter..msg me now.i will call you at break:).,60,13.3
How's it feel? Mr. Your not my real Valentine just my yo Valentine even tho u hardly play!!,74,6.800000000000001
As a Registered Subscriber yr draw 4 a £100 gift voucher will b entered on receipt of a correct ans. When are the next olympics. Txt ans to 80062,117,1.7000000000000002
Ok... C ya...,11,54.50000000000001
But i juz remembered i gotta bathe my dog today..,40,5.0
All day working day:)except saturday and sunday..,43,9.3
"I'm in a meeting, call me later at",27,7.3999999999999995
"8 at the latest, g's still there if you can scrounge up some ammo and want to give the new ak a try",77,2.6
22 days to kick off! For Euro2004 U will be kept up to date with the latest news and results daily. To be removed send GET TXT STOP to 83222,111,1.7999999999999998
Kothi print out marandratha.,25,4.0
This weekend is fine (an excuse not to do too much decorating),51,3.9
"We spend our days waiting for the ideal path to appear in front of us.. But what we forget is.. ""paths are made by walking.. not by waiting.."" Goodnight!",125,8.799999999999999
Yeah whatever lol,15,0.0
December only! Had your mobile 11mths+? You are entitled to update to the latest colour camera mobile for Free! Call The Mobile Update Co FREE on 08002986906 ,131,3.1
LORD OF THE RINGS:RETURN OF THE KING in store NOW!REPLY LOTR by 2 June 4 Chance 2 WIN LOTR soundtrack CDs StdTxtRate. Reply STOP to end txts,114,2.6
"Sorry, I'll call later",19,10.5
"Just making dinner, you ?",21,9.5
Stop the story. I've told him i've returned it and he's saying i should not re order it.,71,7.000000000000001
Are you willing to go for aptitude class.,34,2.9000000000000004
I'm on da bus going home...,22,18.2
My stomach has been thru so much trauma I swear I just can't eat. I better lose weight.,70,4.3
Lol grr my mom is taking forever with my prescription. Pharmacy is like 2 minutes away. Ugh.,76,3.9
"HOT LIVE FANTASIES call now 08707500020 Just 20p per min NTT Ltd, PO Box 1327 Croydon CR9 5WB 0870 is a national rate call",99,1.0
Free tones Hope you enjoyed your new content. text stop to 61610 to unsubscribe. help:08712400602450p Provided by tones2you.co.uk,112,4.5
I will come to ur home now,20,0.0
"Tonight? Yeah, I'd be down for that",29,10.299999999999999
I'm turning off my phone. My moms telling everyone I have cancer. And my sister won't stop calling. It hurts to talk. Can't put up with it. See u when u get home. Love u,135,6.7
"Yeah, where's your class at?",24,12.5
"As a valued customer, I am pleased to advise you that following recent review of your Mob No. you are awarded with a £1500 Bonus Prize, call 09066364589",125,2.4
"500 New Mobiles from 2004, MUST GO! Txt: NOKIA to No: 89545 & collect yours today!From ONLY £1 www.4-tc.biz 2optout 087187262701.50gbp/mtmsg18",122,9.0
"1000's flirting NOW! Txt GIRL or BLOKE & ur NAME & AGE, eg GIRL ZOE 18 to 8007 to join and get chatting!",82,7.3
Aiya we discuss later lar... Pick ü up at 4 is it?,39,10.299999999999999
I will see in half an hour,20,0.0
Ü still attending da talks?,23,4.3
Sitting ard nothing to do lor. U leh busy w work?,39,5.1
Free entry in 2 a wkly comp to win FA Cup final tkts 21st May 2005. Text FA to 87121 to receive entry question(std txt rate)T&C's apply 08452810075over18's,128,4.7
What happened to our yo date?,24,4.2
Ok. There may be a free gym about.,27,7.3999999999999995
Mm feeling sleepy. today itself i shall get that dear,44,2.3
In e msg jus now. U said thanks for gift.,32,6.2
Unless it's a situation where YOU GO GURL would be more appropriate,56,1.7999999999999998
Stop calling everyone saying I might have cancer. My throat hurts to talk. I can't be answering everyones calls. If I get one more call I'm not babysitting on Monday,136,3.6999999999999997
I can send you a pic if you like :),26,7.7
Mm yes dear look how i am hugging you both. :-P,37,8.1
Later i guess. I needa do mcat study too.,33,6.1
Package all your programs well,26,0.0
sports fans - get the latest sports news str* 2 ur mobile 1 wk FREE PLUS a FREE TONE Txt SPORT ON to 8007 www.getzed.co.uk 0870141701216+ norm 4txt/120p ,125,5.6000000000000005
Thanx u darlin!im cool thanx. A few bday drinks 2 nite. 2morrow off! Take care c u soon.xxx,74,6.800000000000001
Thank you. I like you as well...,26,15.4
"I wasn't well babe, i have swollen glands at my throat ... What did you end up doing ?",68,8.799999999999999
"Text82228>> Get more ringtones, logos and games from www.txt82228.com. Questions: info@txt82228.co.uk",91,11.0
So there's a ring that comes with the guys costumes. It's there so they can gift their future yowifes. Hint hint,92,4.3
I dont have any of your file in my bag..i was in work when you called me.i 'll tell you if i find anything in my room.,92,5.4
Still i have not checked it da. . .,27,11.1
What is your record for one night? :),30,10.0
I need details about that online job.,31,3.2
I attended but nothing is there.,27,3.6999999999999997
Lol ok. I'll snatch her purse too.,28,10.7
Wishing you a wonderful week.,25,4.0
What time you coming down later? ,27,3.6999999999999997
Reply to win £100 weekly! Where will the 2006 FIFA World Cup be held? Send STOP to 87239 to end service,83,2.4
I will reach ur home in  &lt;#&gt;  minutes,34,14.7
"I got arrested for possession at, I shit you not,  &lt;TIME&gt;  pm",54,11.1
"Sweet, we may or may not go to 4U to meet carlos so gauge patty's interest in that",65,3.1
Pandy joined 4w technologies today.he got job..,41,7.3
Customer place i will call you.,26,3.8
26th OF JULY,10,0.0
S.this will increase the chance of winning.,37,5.4
Uncle boye. I need movies oh. Guide me. Plus you know torrents are not particularly legal here. And the system is slowing down. What should i do. Have a gr8 day. Plus have you started cos i dont meet you online. How was the honey moon.,190,4.7
"How long has it been since you screamed, princess?",42,4.8
"Will do, you gonna be at blake's all night? I might be able to get out of here a little early",73,4.1000000000000005
Where's my boytoy? I miss you ... What happened?,40,15.0
I cant pick the phone right now. Pls send a message,41,2.4
Going for dinner.msg you after.,27,7.3999999999999995
"Sorry sir, i will call you tomorrow.  senthil.hsbc",42,7.1
Howz pain?hope u r fine..,21,14.299999999999999
Okay... I booked all already... Including the one at bugis.,50,14.000000000000002
Siva is in hostel aha:-.,20,15.0
No that just means you have a fat head,30,0.0
Hi ....My engagement has been fixd on  &lt;#&gt; th of next month. I know its really shocking bt....hmm njan vilikkam....t ws al of a sudn;-(.,117,18.8
Infact happy new year. How are you where are you when are we seeing,54,1.9
Oh just getting even with u.... u?,28,17.9
K..k..i'm also fine:)when will you complete the course?,48,16.7
Congrats! Nokia 3650 video camera phone is your Call 09066382422 Calls cost 150ppm Ave call 3mins vary from mobiles 16+ Close 300603 post BCM4284 Ldn WC1N3XX,132,1.5
No..but heard abt tat..,20,20.0
For taking part in our mobile survey yesterday! You can now have 500 texts 2 use however you wish. 2 get txts just send TXT to 80160 T&C www.txt43.com 1.50p,127,4.7
Anyway seriously hit me up when you're back because otherwise I have to light up with armand and he always has shit and/or is vomiting,110,1.7999999999999998
"The fact that you're cleaning shows you know why i'm upset. Your priority is constantly ""what i want to do,"" not ""what i need to do.""",108,8.3
Busy here. Trying to finish for new year. I am looking forward to finally meeting you...,73,6.800000000000001
Jay is snickering and tells me that x is totally fucking up the chords as we speak,66,0.0
Sorry completely forgot * will pop em round this week if your still here?,60,3.3000000000000003
At WHAT TIME should i come tomorrow,29,0.0
Is xy going 4 e lunch?,17,5.8999999999999995
